user_input,Approved symbol,Approved name,Previous symbols,Alias symbols,matching_status
SDC1,SDC1,syndecan 1,SDC,"CD138, syndecan, SYND1",matched
SDC2,SDC2,syndecan 2,"HSPG, HSPG1","fibroglycan, SYND2, CD362",matched
SDC3,SDC3,syndecan 3,,"N-syndecan, SYND3",matched
SDC4,SDC4,syndecan 4,,"SYND4, amphiglycan, ryudocan",matched
SDCBP,SDCBP,syndecan binding protein,,"SYCL, MDA-9, SDCBP1",matched
SDCBP2,SDCBP2,syndecan binding protein 2,,"ST-2, SITAC18",matched
SDCCAG8,SDCCAG8,SHH signaling and ciliogenesis regulator SDCCAG8,,"NY-CO-8, CCCAP, SLSN7, NPHP10, BBS16",matched
SDE2,SDE2,spliceosome associated SDE2,C1orf55,FLJ35382,matched
SDF2,SDF2,stromal cell derived factor 2,,,matched
SDF2L1,SDF2L1,stromal cell derived factor 2 like 1,,"AP000553.C22.4, OTTHUMT00000075032",matched
SDF4,SDF4,stromal cell derived factor 4,,Cab45,matched
SDHA,SDHA,succinate dehydrogenase complex flavoprotein subunit A,SDH2,"FP, SDHF",matched
SDHAF1,SDHAF1,succinate dehydrogenase complex assembly factor 1,,LYRM8,matched
SDHAF2,SDHAF2,succinate dehydrogenase complex assembly factor 2,"PGL2, C11orf79","FLJ20487, SDH5",matched
SDHAF3,SDHAF3,succinate dehydrogenase complex assembly factor 3,ACN9,"DC11, Sdh7, LYRM10",matched
SDHAF4,SDHAF4,succinate dehydrogenase complex assembly factor 4,C6orf57,Sdh8,matched
SDHB,SDHB,succinate dehydrogenase complex iron sulfur subunit B,"SDH1, SDH",,matched
SDHC,SDHC,succinate dehydrogenase complex subunit C,PGL3,"CYB560, cybL",matched
SDHD,SDHD,succinate dehydrogenase complex subunit D,"PGL, PGL1",cybS,matched
SDIM1,SDIM1,stress responsive DNAJB4 interacting membrane protein 1,,,matched
SDK1,SDK1,sidekick cell adhesion molecule 1,,FLJ31425,matched
SDK2,SDK2,sidekick cell adhesion molecule 2,,"FLJ10832, KIAA1514",matched
SDR9C7,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,,"SDR-O, RDHS",matched
SDR16C5,SDR16C5,short chain dehydrogenase/reductase family 16C member 5,,"RDHE2, RDH-E2, EPHD-2",matched
SDR39U1,SDR39U1,short chain dehydrogenase/reductase family 39U member 1,C14orf124,HCDI,matched
SDR42E1,SDR42E1,"short chain dehydrogenase/reductase family 42E, member 1",,HSPC105,matched
SDR42E2,SDR42E2,"short chain dehydrogenase/reductase family 42E, member 2",,,matched
SDS,SBDS,SBDS ribosome maturation factor,,"CGI-97, FLJ10917, SDS, SWDS, SDO1",matched
SDSL,SDSL,serine dehydratase like,,"SDS-RS1, cSDH",matched
SEBOX,SEBOX,SEBOX homeobox,,"OG9, OG9X",matched
SEC11A,SEC11A,"SEC11 homolog A, signal peptidase complex subunit",SEC11L1,"SPC18, sid2895, SPCS4A",matched
SEC11C,SEC11C,"SEC11 homolog C, signal peptidase complex subunit",SEC11L3,"SPC21, SPCS4C",matched
SEC13,SEC13,"SEC13 homolog, nuclear pore and COPII component","D3S1231E, SEC13L1","SEC13R, npp-20",matched
SEC14L1,SEC14L1,SEC14 like lipid binding 1,SEC14L,PRELID4A,matched
SEC14L2,SEC14L2,SEC14 like lipid binding 2,C22orf6,"TAP, SPF, KIAA1186, KIAA1658, TAP1",matched
SEC14L3,SEC14L3,SEC14 like lipid binding 3,,TAP2,matched
SEC14L4,SEC14L4,SEC14 like lipid binding 4,,"TAP3, dJ130H16.5",matched
SEC14L5,SEC14L5,SEC14 like lipid binding 5,,"KIAA0420, PRELID4B",matched
SEC14L6,SEC14L6,SEC14 like lipid binding 6,,,matched
SEC16A,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor",KIAA0310,"p250, Sec16L",matched
SEC16B,SEC16B,"SEC16 homolog B, endoplasmic reticulum export factor",LZTR2,"RGPR, PGPR-p117, Sec16S",matched
SEC22A,SEC22A,"SEC22 homolog A, vesicle trafficking protein",SEC22L2,,matched
SEC22B,SEC22B,"SEC22 homolog B, vesicle trafficking protein",SEC22L1,ERS-24,matched
SEC22C,SEC22C,"SEC22 homolog C, vesicle trafficking protein",SEC22L3,"MGC13261, MGC5373",matched
SEC23A,SEC23A,"SEC23 homolog A, COPII component",,,matched
SEC23B,SEC23B,"SEC23 homolog B, COPII component",CDAN2,"CDA-II, CDAII, HEMPAS",matched
SEC23IP,SEC23IP,SEC23 interacting protein,,"p125, iPLA1beta, iPLA1β, p125A",matched
SEC24A,SEC24A,"SEC24 homolog A, COPII component",,,matched
SEC24B,SEC24B,"SEC24 homolog B, COPII component",,,matched
SEC24C,SEC24C,"SEC24 homolog C, COPII component",,KIAA0079,matched
SEC24D,SEC24D,"SEC24 homolog D, COPII component",,KIAA0755,matched
SEC31A,SEC31A,"SEC31 homolog A, COPII component",SEC31L1,"KIAA0905, ABP125, ABP130",matched
SEC31B,SEC31B,"SEC31 homolog B, COPII component",SEC31L2,"SEC31B-1, DKFZP434M183",matched
SEC61A1,SEC61A1,SEC61 translocon subunit alpha 1,,,matched
SEC61A2,SEC61A2,SEC61 translocon subunit alpha 2,,FLJ10578,matched
SEC61B,SEC61B,SEC61 translocon subunit beta,,,matched
SEC61G,SEC61G,SEC61 translocon subunit gamma,,SSS1,matched
SEC62,SEC62,SEC62 preprotein translocation factor,TLOC1,"Dtrp1, HTP1",matched
SEC63,SEC63,SEC63 protein translocation regulator,,"SEC63L, PRO2507, ERdj2, DNAJC23",matched
SECISBP2,SECISBP2,SECIS binding protein 2,,SBP2,matched
SECISBP2L,SECISBP2L,SECIS binding protein 2 like,,KIAA0256,matched
SECTM1,SECTM1,secreted and transmembrane 1,,K12,matched
SEH1L,SEH1L,SEH1 like nucleoporin,,"SEH1A, SEH1B, Seh1, SEC13L",matched
SEL1L,SEL1L,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,,"IBD2, SEL1L1, Hrd3",matched
SEL1L2,SEL1L2,SEL1L2 adaptor subunit of SYVN1 ubiquitin ligase,C20orf50,DKFZp434C1826,matched
SEL1L3,SEL1L3,SEL1L family member 3,,KIAA0746,matched
SELE,SELE,selectin E,"ELAM1, ELAM","ESEL, CD62E",matched
SELENBP1,SELENBP1,selenium binding protein 1,,"hSP56, hSBP, LPSB",matched
SELENOF,SELENOF,selenoprotein F,,SEP15,matched
SELENOH,SELENOH,selenoprotein H,C11orf31,SELH,matched
SELENOI,SELENOI,selenoprotein I,EPT1,"KIAA1724, SELI, SEPI",matched
SELENOK,SELENOK,selenoprotein K,,SELK,matched
SELENOM,SELENOM,selenoprotein M,,"SELM, SEPM",matched
SELENON,SELENON,selenoprotein N,"RSMD1, MDRS1, SEPN1","SELN, RSS",matched
SELENOO,SELENOO,selenoprotein O,,SELO,matched
SELENOP,SELENOP,selenoprotein P,SEPP1,"SeP, SELP, SEPP",matched
SELENOS,SELENOS,selenoprotein S,VIMP,"SELS, MGC2553, SBBI8, AD-015, SEPS1",matched
SELENOT,SELENOT,selenoprotein T,,SELT,matched
SELENOV,SELENOV,selenoprotein V,,SELV,matched
SELENOW,SELENOW,selenoprotein W,SEPW1,SELW,matched
SELL,SELL,selectin L,"LYAM1, LNHR","LSEL, LAM1, LAM-1, hLHRc, Leu-8, Lyam-1, PLNHR, CD62L",matched
SELP,SELENOP,selenoprotein P,SEPP1,"SeP, SELP, SEPP",matched
SELPLG,SELPLG,selectin P ligand,,"PSGL-1, CD162",matched
SEM1,SEM1,SEM1 26S proteasome subunit,"SHFD1, SHFM1, C7orf76","DSS1, Shfdg1, ECD, SHSF1, FLJ42280, PSMD15",matched
SEMA3A,SEMA3A,semaphorin 3A,SEMAD,"SEMA1, SemD, coll-1, Hsema-I",matched
SEMA3B,SEMA3B,semaphorin 3B,SEMAA,"SemA, semaV, LUCA-1, sema5",matched
SEMA3C,SEMA3C,semaphorin 3C,SEMAE,SemE,matched
SEMA3D,SEMA3D,semaphorin 3D,,"coll-2, Sema-Z2",matched
SEMA3E,SEMA3E,semaphorin 3E,SEMAH,"M-SemaK, KIAA0331, coll-5",matched
SEMA3F,SEMA3F,semaphorin 3F,,"SEMAK, Sema4",matched
SEMA3G,SEMA3G,semaphorin 3G,,"FLJ00014, sem2",matched
SEMA4A,SEMA4A,semaphorin 4A,SEMAB,"SemB, FLJ12287, CORD10",matched
SEMA4B,SEMA4B,semaphorin 4B,SEMAC,"SemC, KIAA1745, MGC131831",matched
SEMA4C,SEMA4C,semaphorin 4C,SEMAI,"Semacl1, Semaf",matched
SEMA4D,SEMA4D,semaphorin 4D,"SEMAJ, C9orf164","CD100, coll-4, FLJ39737",matched
SEMA4F,SEMA4F,ssemaphorin 4F,SEMAM,SEMAW,matched
SEMA4G,SEMA4G,semaphorin 4G,,"FLJ20590, KIAA1619",matched
SEMA5A,SEMA5A,semaphorin 5A,SEMAF,semF,matched
SEMA5B,SEMA5B,semaphorin 5B,SEMAG,"SemG, KIAA1445, FLJ10372",matched
SEMA6A,SEMA6A,semaphorin 6A,SEMAQ,"KIAA1368, SEMA6A1, SEMA, HT018",matched
SEMA6B,SEMA6B,semaphorin 6B,SEMAN,"semaZ, SEMA-VIB, SEM-SEMA-Z",matched
SEMA6C,SEMA6C,semaphorin 6C,,"KIAA1869, Sema-Y",matched
SEMA6D,SEMA6D,semaphorin 6D,,"KIAA1479, FLJ11598",matched
SEMA7A,SEMA7A,semaphorin 7A (JohnMiltonHagen blood group),SEMAL,"H-Sema-L, CD108",matched
SEMG1,SEMG1,semenogelin 1,SEMG,CT103,matched
SEMG2,SEMG2,semenogelin 2,,SGII,matched
SENP1,SENP1,SUMO specific peptidase 1,,,matched
SENP2,SENP2,SUMO specific peptidase 2,,"SMT3IP2, KIAA1331, DKFZp762A2316, AXAM2",matched
SENP3,SENP3,SUMO specific peptidase 3,,"DKFZP586K0919, SSP3, DKFZp762A152, SMT3IP1, Ulp1",matched
SENP5,SENP5,SUMO specific peptidase 5,,MGC27076,matched
SENP6,SENP6,SUMO specific peptidase 6,,"SUSP1, KIAA0797",matched
SENP7,SENP7,SUMO specific peptidase 7,,,matched
SENP8,SENP8,"SUMO peptidase family member, NEDD8 specific",PRSC2,"NEDP1, DEN1, HsT17512",matched
SEPHS1,SEPHS1,selenophosphate synthetase 1,,"SPS, SPS1",matched
SEPHS2,SEPHS2,selenophosphate synthetase 2,,"SPS2, SPS2b",matched
SEPSECS,SEPSECS,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,,"SLA/LP, SLA, SLA-p35, SecS",matched
SEPTIN1,SEPTIN1,septin 1,"DIFF6, SEPT1","PNUTL3, Septin-1",matched
SEPTIN2,SEPTIN2,septin 2,"DIFF6, NEDD5, SEPT2","KIAA0158, hNedd5, Pnutl3, Septin-2",matched
SEPTIN3,SEPTIN3,septin 3,"SEP3, SEPT3",,matched
SEPTIN4,SEPTIN4,septin 4,"PNUTL2, C17orf47, SEPT4","H5, CE5B3, hucep-7, ARTS, hCDCREL-2, MART, FLJ40121, Septin-4",matched
SEPTIN5,SEPTIN5,septin 5,"PNUTL1, SEPT5","HCDCREL-1, H5, Septin-5, CDCREL-1",matched
SEPTIN6,SEPTIN6,septin 6,SEPT6,"KIAA0128, SEP2, SEPT2, MGC16619, MGC20339, Septin-6",matched
SEPTIN7,SEPTIN7,septin 7,"CDC10, SEPT7","CDC3, SEPT7A, Septin-7",matched
SEPTIN8,SEPTIN8,septin 8,SEPT8,"KIAA0202, SEP2, Septin-8",matched
SEPTIN9,SEPTIN9,septin 9,"MSF, SEPT9","MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1",matched
SEPTIN10,SEPTIN10,septin 10,SEPT10,"FLJ11619, Septin-10",matched
SEPTIN11,SEPTIN11,septin 11,SEPT11,"FLJ10849, Septin-11",matched
SEPTIN12,SEPTIN12,septin 12,SEPT12,FLJ25410,matched
SEPTIN14,SEPTIN14,septin 14,SEPT14,"FLJ44060, Septin-14",matched
SERAC1,SERAC1,serine active site containing 1,,FLJ14917,matched
SERBP1,SERBP1,SERPINE1 mRNA binding protein 1,,"CGI-55, CHD3IP, HABP4L, Hero45, PAIRBP1, PAI-RBP1, DKFZP564M2423",matched
SERF1A,SERF1A,small EDRK-rich factor 1A,SERF1,"H4F5, 4F5, FAM2A, SMAM1",matched
SERF1B,SERF1B,small EDRK-rich factor 1B,,"FAM2B, H4F5C",matched
SERF2,SERF2,small EDRK-rich factor 2,,"FAM2C, Hero7, 4F5REL, H4F5rel, HsT17089",matched
SERGEF,SERGEF,secretion regulating guanine nucleotide exchange factor,,"DelGEF, Gnefr",matched
SERHL2,SERHL2,serine hydrolase like 2,,,matched
SERINC1,SERINC1,serine incorporator 1,TDE2,"TMS-2, TDE1L, KIAA1253",matched
SERINC2,SERINC2,serine incorporator 2,TDE2L,"FKSG84, PRO0899, TDE2",matched
SERINC3,SERINC3,serine incorporator 3,TDE1,"DIFF33, TDE, SBBI99, TMS-1, AIGP1",matched
SERINC4,SERINC4,serine incorporator 4,,FLJ40363,matched
SERINC5,SERINC5,serine incorporator 5,C5orf12,TPO1,matched
SERP1,SERP1,stress associated endoplasmic reticulum protein 1,,"RAMP4, FLJ43424",matched
SERP2,SERP2,stress associated endoplasmic reticulum protein family member 2,C13orf21,bA269C23.1,matched
SERPINA1,SERPINA1,serpin family A member 1,PI,"AAT, A1A, PI1, alpha-1-antitrypsin, A1AT, alpha1AT",matched
SERPINA2,SERPINA2,serpin family A member 2 (gene/pseudogene),"PIL, SERPINA2P","ATR, ARGS",matched
SERPINA3,SERPINA3,serpin family A member 3,AACT,ACT,matched
SERPINA4,SERPINA4,serpin family A member 4,PI4,"KST, KAL, KLST",matched
SERPINA5,SERPINA5,serpin family A member 5,"PLANH3, PCI","PAI3, PROCI",matched
SERPINA6,SERPINA6,serpin family A member 6,CBG,,matched
SERPINA7,SERPINA7,serpin family A member 7,TBG,,matched
SERPINA9,SERPINA9,serpin family A member 9,,"SERPINA11b, GCET1",matched
SERPINA10,SERPINA10,serpin family A member 10,,"PZI, ZPI",matched
SERPINA11,SERPINA11,serpin family A member 11,,,matched
SERPINA12,SERPINA12,serpin family A member 12,,"OL-64, Vaspin",matched
SERPINB1,SERPINB1,serpin family B member 1,ELANH2,"EI, PI2, LEI, MNEI",matched
SERPINB2,SERPINB2,serpin family B member 2,"PLANH2, PAI2","HsT1201, PAI-2",matched
SERPINB3,SERPINB3,serpin family B member 3,"SCC, SCCA1","T4-A, HsT1196",matched
SERPINB4,SERPINB4,serpin family B member 4,SCCA2,"PI11, LEUPIN, SCCA-2, SCCA1",matched
SERPINB5,SERPINB5,serpin family B member 5,PI5,maspin,matched
SERPINB6,SERPINB6,serpin family B member 6,"PI6, DFNB91","PTI, CAP",matched
SERPINB7,SERPINB7,serpin family B member 7,,,matched
SERPINB8,SERPINB8,serpin family B member 8,PI8,CAP2,matched
SERPINB9,SERPINB9,serpin family B member 9,PI9,CAP3,matched
SERPINB10,SERPINB10,serpin family B member 10,PI10,,matched
SERPINB11,SERPINB8P1,serpin family B member 8 pseudogene 1,"PI8L1, SERPINB11, SERPINBP1",,matched
SERPINB12,SERPINB12,serpin family B member 12,,,matched
SERPINB13,SERPINB13,serpin family B member 13,PI13,HUR7,matched
SERPINC1,SERPINC1,serpin family C member 1,AT3,"ATIII, MGC22579",matched
SERPIND1,SERPIND1,serpin family D member 1,HCF2,"HC-II, HLS2, HC2, D22S673",matched
SERPINE1,SERPINE1,serpin family E member 1,"PLANH1, PAI1",PAI,matched
SERPINE2,SERPINE2,serpin family E member 2,PI7,"PN1, GDN, PNI, nexin",matched
SERPINE3,SERPINE3,serpin family E member 3,,,matched
SERPINF1,SERPINF1,serpin family F member 1,PEDF,"EPC-1, PIG35",matched
SERPINF2,SERPINF2,serpin family F member 2,PLI,"API, ALPHA-2-PI, A2AP, AAP, alpha2AP",matched
SERPING1,SERPING1,serpin family G member 1,C1NH,"C1IN, C1-INH, HAE1, HAE2, C1INH",matched
SERPINH1,SERPINH1,serpin family H member 1,"CBP1, CBP2, SERPINH2",HSP47,matched
SERPINI1,SERPINI1,serpin family I member 1,PI12,,matched
SERPINI2,SERPINI2,serpin family I member 2,PI14,"TSA2004, MEPI",matched
SERTAD1,SERTAD1,SERTA domain containing 1,,"SEI1, TRIP-Br1",matched
SERTAD2,SERTAD2,SERTA domain containing 2,,"TRIP-Br2, KIAA0127, Sei-2",matched
SERTAD3,SERTAD3,SERTA domain containing 3,,RBT1,matched
SERTAD4,SERTAD4,SERTA domain containing 4,,DJ667H12.2,matched
SERTM1,SERTM1,serine rich and transmembrane domain containing 1,C13orf36,,matched
SERTM2,SERTM2,serine rich and transmembrane domain containing 2,LINC00890,CARDEL,matched
SESN1,SESN1,sestrin 1,,"SEST1, PA26",matched
SESN2,SESN2,sestrin 2,,"SES2, DKFZp761M0212, HI95, SEST2",matched
SESN3,SESN3,sestrin 3,,"SEST3, MGC29667",matched
SESTD1,SESTD1,SEC14 and spectrin domain containing 1,,"DKFZp434O0515, Solo",matched
SET,SET,SET nuclear proto-oncogene,,"PHAPII, 2PP2A, IPP2A2, TAF-IBETA, IGAAD, TAF-I",matched
SETBP1,SETBP1,SET binding protein 1,,"SEB, KIAA0437",matched
SETD1A,SETD1A,"SET domain containing 1A, histone lysine methyltransferase",,"KIAA0339, Set1, KMT2F, SET1A",matched
SETD1B,SETD1B,"SET domain containing 1B, histone lysine methyltransferase",,"KIAA1076, Set1B, KMT2G",matched
SETD2,SETD2,"SET domain containing 2, histone lysine methyltransferase",,"HYPB, HIF-1, KIAA1732, FLJ23184, KMT3A",matched
SETD3,SETD3,"SET domain containing 3, actin N3(tau)-histidine methyltransferase",C14orf154,FLJ23027,matched
SETD4,SETD4,SET domain containing 4,"C21orf27, C21orf18",,matched
SETD5,SETD5,SET domain containing 5,,"FLJ10707, SETD5A",matched
SETD6,SETD6,"SET domain containing 6, protein lysine methyltransferase",,FLJ21148,matched
SETD7,SETD7,"SET domain containing 7, histone lysine methyltransferase",,"KIAA1717, SET7, SET7/9, Set9, KMT7",matched
SETD9,SETD9,SET domain containing 9,C5orf35,MGC33648,matched
SETDB1,SETDB1,SET domain bifurcated histone lysine methyltransferase 1,,"KG1T, KIAA0067, ESET, KMT1E, TDRD21",matched
SETDB2,SETDB2,SET domain bifurcated histone lysine methyltransferase 2,C13orf4,"CLLD8, CLLL8, KMT1F",matched
SETMAR,SETMAR,SET and mariner transposase domain methyltransferase,,metnase,matched
SETSIP,SETSIP,SET like protein,SETP18,,matched
SETX,SETX,senataxin,"ALS4, SCAR1","KIAA0625, AOA2, Sen1, STEX",matched
SEZ6,SEZ6,seizure related 6 homolog,,,matched
SEZ6L,SEZ6L,seizure related 6 homolog like,,SEZ6L1,matched
SEZ6L2,SEZ6L2,seizure related 6 homolog like 2,,"PSK-1, FLJ90517",matched
SF1,NR5A1,nuclear receptor subfamily 5 group A member 1,FTZF1,"FTZ1, SF-1, ELP, AD4BP, hSF-1, SF1",matched
SF3A1,SF3A1,splicing factor 3a subunit 1,,"SF3a120, SAP114, PRPF21, Prp21",matched
SF3A2,SF3A2,splicing factor 3a subunit 2,,"SF3a66, SAP62, PRPF11, Prp11",matched
SF3A3,SF3A3,splicing factor 3a subunit 3,,"SF3a60, SAP61, PRP9, PRPF9",matched
SF3B1,SF3B1,splicing factor 3b subunit 1,,"SAP155, SF3b155, PRPF10, Prp10, Hsh155",matched
SF3B2,SF3B2,splicing factor 3b subunit 2,,"SAP145, SF3b1, Cus1, SF3b145",matched
SF3B3,SF3B3,splicing factor 3b subunit 3,,"SAP130, SF3b130, RSE1, KIAA0017",matched
SF3B4,SF3B4,splicing factor 3b subunit 4,,"SAP49, SF3b49, Hsh49",matched
SF3B5,SF3B5,splicing factor 3b subunit 5,,"SF3b10, MGC3133, Ysf3",matched
SF3B6,SF3B6,splicing factor 3b subunit 6,,"P14, SF3B14a, Ht006, CGI-110, SAP14a",matched
SFI1,SFI1,SFI1 centrin binding protein,,"KIAA0542, PISD, PPP1R139",matched
SFMBT1,SFMBT1,Scm like with four mbt domains 1,,"RU1, DKFZp434L243, SFMBT",matched
SFMBT2,SFMBT2,Scm like with four mbt domains 2,,KIAA1617,matched
SFN,REXO2,RNA exonuclease 2,,"DKFZP566E144, SFN, CGI-114",matched
SFPQ,SFPQ,splicing factor proline and glutamine rich,,"PSF, PPP1R140",matched
SFR1,SFR1,SWI5 dependent homologous recombination repair protein 1,"C10orf78, MEIR5","MEI5, bA373N18.1, FLJ41960",matched
SFRP1,SFRP1,secreted frizzled related protein 1,,"SARP2, FRP, FRP-1",matched
SFRP2,SFRP2,secreted frizzled related protein 2,,"SARP1, SDF-5, FRP-2",matched
SFRP4,SFRP4,secreted frizzled related protein 4,,"frpHE, FRP-4, FRPHE, FRZB-2",matched
SFRP5,SFRP5,secreted frizzled related protein 5,,SARP3,matched
SFSWAP,SFSWAP,splicing factor SWAP,SFRS8,SWAP,matched
SFT2D1,SFT2D1,SFT2 domain containing 1,C6orf83,"MGC19825, pRGR1",matched
SFT2D2,SFT2D2,SFT2 domain containing 2,,"UNQ512, dJ747L4.C1.2",matched
SFT2D3,SFT2D3,SFT2 domain containing 3,,MGC5391,matched
SFTA2,SFTA2,surfactant associated 2,SFTPG,SP-G,matched
SFTPA1,SFTPA1,surfactant protein A1,SFTP1,"SP-A, SP-A1, COLEC4",matched
SFTPA2,SFTPA2,surfactant protein A2,,"SP-A2, COLEC5",matched
SFTPB,SFTPB,surfactant protein B,SFTP3,SP-B,matched
SFTPC,SFTPC,surfactant protein C,SFTP2,"SP-C, PSP-C, SMDP2, BRICD6",matched
SFTPD,SFTPD,surfactant protein D,SFTP4,"SP-D, COLEC7",matched
SFXN1,SFXN1,sideroflexin 1,,"FLJ12876, SLC56A1",matched
SFXN2,SFXN2,sideroflexin 2,,SLC56A2,matched
SFXN3,SFXN3,sideroflexin 3,,"SFX3, SLC56A3",matched
SFXN4,SFXN4,sideroflexin 4,,SLC56A4,matched
SFXN5,SFXN5,sideroflexin 5,,"BBG-TCC, SLC56A5",matched
SGCA,SGCA,sarcoglycan alpha,ADL,"SCARMD1, LGMD2D, adhalin, DMDA2, A2",matched
SGCB,SGCB,sarcoglycan beta,LGMD2E,"SGC, A3b",matched
SGCD,SGCD,sarcoglycan delta,,"DAGD, LGMD2F, CMD1L",matched
SGCE,SGCE,sarcoglycan epsilon,DYT11,,matched
SGCG,SGCG,sarcoglycan gamma,"DMDA1, MAM, LGMD2C","SCARMD2, DAGA4, SCG3, DMDA, TYPE, A4, MGC130048",matched
SGCZ,SGCZ,sarcoglycan zeta,,ZSG1,matched
SGF29,SGF29,SAGA complex associated factor 29,CCDC101,"FLJ32446, TDRD29",matched
SGIP1,SGIP1,SH3GL interacting endocytic adaptor 1,,DKFZp761D221,matched
SGK1,SGK1,serum/glucocorticoid regulated kinase 1,SGK,,matched
SGK2,SGK2,serum/glucocorticoid regulated kinase 2,,,matched
SGK3,SGK3,serum/glucocorticoid regulated kinase family member 3,"SGK2, SGKL",,matched
SGMS1,SGMS1,sphingomyelin synthase 1,TMEM23,"MOB, MGC17342, SMS1",matched
SGMS2,SGMS2,sphingomyelin synthase 2,,"MGC26963, SMS2",matched
SGO1,SGO1,shugoshin 1,SGOL1,NY-BR-85,matched
SGO2,SGO2,shugoshin 2,SGOL2,"TRIPIN, FLJ25211",matched
SGPL1,SGPL1,sphingosine-1-phosphate lyase 1,,SPL,matched
SGPP1,SGPP1,sphingosine-1-phosphate phosphatase 1,,,matched
SGPP2,SGPP2,sphingosine-1-phosphate phosphatase 2,,"SPP2, FLJ39004",matched
SGSH,SGSH,N-sulfoglucosamine sulfohydrolase,,"HSS, MPS3A, SFMD",matched
SGSM1,SGSM1,small G protein signaling modulator 1,RUTBC2,KIAA1941,matched
SGSM2,SGSM2,small G protein signaling modulator 2,RUTBC1,KIAA0397,matched
SGSM3,SGSM3,small G protein signaling modulator 3,RUTBC3,"DJ1042K10.2, RUSC3, RabGAP-5, RABGAP5",matched
SGTA,SGTA,small glutamine rich tetratricopeptide repeat co-chaperone alpha,SGT,"UBP, SGT1, Vpu, hSGT, alphaSGT",matched
SGTB,SGTB,small glutamine rich tetratricopeptide repeat co-chaperone beta,,"Sgt2, FLJ39002",matched
SH2B1,SH2B1,SH2B adaptor protein 1,,"FLJ30542, SH2B",matched
SH2B2,SH2B2,SH2B adaptor protein 2,,APS,matched
SH2B3,SH2B3,SH2B adaptor protein 3,,"LNK, IDDM20",matched
SH2D1A,SH2D1A,SH2 domain containing 1A,"IMD5, LYP","XLP, MTCP1, DSHP, XLPD, EBVS, SAP",matched
SH2D1B,SH2D1B,SH2 domain containing 1B,,EAT2,matched
SH2D2A,SH2D2A,SH2 domain containing 2A,,"TSAd, F2771",matched
SH2D3A,SH2D3A,SH2 domain containing 3A,,NSP1,matched
SH2D3C,SH2D3C,SH2 domain containing 3C,,NSP3,matched
SH2D4A,SH2D4A,SH2 domain containing 4A,,"FLJ20967, SH2A, PPP1R38",matched
SH2D4B,SH2D4B,SH2 domain containing 4B,,,matched
SH2D5,SH2D5,SH2 domain containing 5,,,matched
SH2D6,SH2D6,SH2 domain containing 6,,"FLJ35993, SLNK",matched
SH2D7,SH2D7,SH2 domain containing 7,,LOC646892,matched
SH3BGR,SH3BGR,SH3 domain binding glutamate rich protein,,21-GARP,matched
SH3BGRL,SH3BGRL,SH3 domain binding glutamate rich protein like,,MGC117402,matched
SH3BGRL2,SH3BGRL2,SH3 domain binding glutamate rich protein like 2,,,matched
SH3BGRL3,SH3BGRL3,SH3 domain binding glutamate rich protein like 3,,,matched
SH3BP1,SH3BP1,SH3 domain binding protein 1,,ARHGAP43,matched
SH3BP2,SH3BP2,SH3 domain binding protein 2,,"RES4-23, CRBM",matched
SH3BP4,SH3BP4,SH3 domain binding protein 4,,,matched
SH3BP5,SH3BP5,SH3 domain binding protein 5,,Sab,matched
SH3BP5L,SH3BP5L,SH3 binding domain protein 5 like,,KIAA1720,matched
SH3D19,SH3D19,SH3 domain containing 19,,"DKFZp434D0215, EVE1, EBP, Kryn, SH3P19, Eve-1",matched
SH3D21,SH3D21,SH3 domain containing 21,C1orf113,FLJ22938,matched
SH3GL1,SH3GL1,"SH3 domain containing GRB2 like 1, endophilin A2",,"SH3P8, SH3D2B, CNSA1, EEN, MGC111371",matched
SH3GL2,SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1",,"SH3P4, SH3D2A, CNSA2, EEN-B1",matched
SH3GL3,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3",,"SH3D2C, SH3P13, CNSA3, EEN-B2, HsT19371",matched
SH3GLB1,SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",,"CGI-61, KIAA0491, Bif-1, PPP1R70",matched
SH3GLB2,SH3GLB2,"SH3 domain containing GRB2 like, endophilin B2",,KIAA1848,matched
SH3KBP1,SH3KBP1,SH3 domain containing kinase binding protein 1,,CIN85,matched
SH3PXD2A,SH3PXD2A,SH3 and PX domains 2A,SH3MD1,"FISH, KIAA0418",matched
SH3PXD2B,SH3PXD2B,SH3 and PX domains 2B,KIAA1295,FLJ20831,matched
SH3RF1,SH3RF1,SH3 domain containing ring finger 1,SH3MD2,"POSH, RNF142, KIAA1494",matched
SH3RF2,SH3RF2,SH3 domain containing ring finger 2,PPP1R39,"FLJ23654, RNF158, Hepp1, POSHER",matched
SH3RF3,SH3RF3,SH3 domain containing ring finger 3,SH3MD4,"FLJ00204, POSH2",matched
SH3TC1,SH3TC1,SH3 domain and tetratricopeptide repeats 1,,FLJ20356,matched
SH3TC2,SH3TC2,SH3 domain and tetratricopeptide repeats 2,,"KIAA1985, CMT4C",matched
